,,estimate
MDXH,2023-11-08,0.31
MDXH,2024-03-06,
MDXH,2024-05-01,0.3
MDXH,2024-08-21,0.26
MDXH,2024-11-06,0.27
ME,2021-08-13,
ME,2021-11-10,
ME,2022-02-10,
ME,2022-05-26,
ME,2022-08-08,
ME,2022-11-07,
ME,2023-02-08,
ME,2023-05-25,
ME,2023-08-08,
ME,2023-11-08,
ME,2024-02-07,
ME,2024-05-23,
ME,2024-08-08,
ME,2024-11-12,
ME,2025-01-28,
MEC,2019-05-28,
MEC,2019-08-06,0.31
MEC,2019-10-29,0.24
MEC,2020-02-26,0.2
MEC,2020-05-05,0.05
MEC,2020-08-04,0.27
MEC,2020-11-02,0.05
MEC,2021-03-02,0.0
MEC,2021-05-04,0.08
MEC,2021-08-03,0.23
MEC,2021-11-02,0.16
MEC,2022-03-01,0.06
MEC,2022-05-03,0.16
MEC,2022-08-02,0.34
MEC,2022-11-01,0.2
MEC,2023-02-28,0.2
MEC,2023-05-02,0.22
MEC,2023-08-01,0.16
MEC,2023-10-31,0.19
MEC,2024-03-05,0.18
MEC,2024-05-07,
MEC,2024-08-06,0.17
MEC,2024-11-05,0.19
MED,2015-03-12,
MED,2015-05-07,0.34
MED,2015-08-05,0.48
MED,2015-11-05,0.42
MED,2016-03-10,0.35
MED,2016-05-04,0.33
MED,2016-08-03,0.5
MED,2016-11-03,0.45
MED,2017-03-09,0.32
MED,2017-05-04,0.49
MED,2017-08-08,0.53
MED,2017-11-07,0.51
MED,2018-03-06,0.48
MED,2018-05-03,0.86
MED,2018-08-02,1.0
MED,2018-11-06,1.15
MED,2019-02-26,1.19
MED,2019-05-01,1.52
MED,2019-08-01,1.71
MED,2019-11-07,1.33
MED,2020-02-26,1.07
MED,2020-05-05,1.32
MED,2020-08-05,1.84
MED,2020-11-02,2.49
MED,2021-02-25,2.36
MED,2021-05-04,2.72
MED,2021-08-04,3.3
MED,2021-11-04,2.92
MED,2022-02-23,2.67
MED,2022-05-02,3.56
MED,2022-08-03,3.28
MED,2022-11-03,1.91
MED,2023-02-21,2.18
MED,2023-05-01,2.4
MED,2023-08-07,1.44
MED,2023-11-06,1.02
MED,2024-02-20,0.99
MED,2024-04-29,0.78
MED,2024-08-05,0.36
MED,2024-11-04,0.15
MED,2025-02-18,0.27
MEDP,2016-11-03,0.35
MEDP,2017-02-27,0.34
MEDP,2017-05-01,0.37
MEDP,2017-07-31,0.3
MEDP,2017-10-30,0.36
MEDP,2018-02-26,0.39
MEDP,2018-04-30,0.43
MEDP,2018-07-30,0.42
MEDP,2018-10-29,0.63
MEDP,2019-02-25,0.69
MEDP,2019-04-29,0.6
MEDP,2019-07-29,0.63
MEDP,2019-10-28,0.71
MEDP,2020-02-24,0.75
MEDP,2020-04-28,0.77
MEDP,2020-07-27,0.42
MEDP,2020-10-26,1.08
MEDP,2021-02-15,1.35
MEDP,2021-04-26,1.01
MEDP,2021-07-26,0.98
MEDP,2021-10-25,1.07
MEDP,2022-02-14,1.25
MEDP,2022-04-25,1.26
MEDP,2022-07-25,1.34
MEDP,2022-10-24,1.47
MEDP,2023-02-13,1.78
MEDP,2023-04-24,1.76
MEDP,2023-07-24,1.9
MEDP,2023-10-23,2.04
MEDP,2024-02-12,2.23
MEDP,2024-04-22,2.45
MEDP,2024-07-22,2.52
MEDP,2024-10-21,2.77
MEDP,2025-02-10,2.97
MEG,2015-02-26,0.26
MEG,2015-05-07,0.03
MEG,2015-08-06,0.06
MEG,2015-11-05,0.03
MEG,2016-02-26,0.22
MEG,2016-05-06,0.09
MEG,2016-08-05,0.16
MEG,2016-11-09,0.34
MEG,2020-08-31,0.28
MEG,2020-11-12,0.15
MEG,2021-03-24,0.15
MEG,2021-05-12,0.07
MEG,2021-08-10,0.09
MEG,2021-11-09,0.07
MEG,2022-02-28,0.02
MEG,2022-05-09,0.03
MEG,2022-08-08,0.12
MEG,2022-11-08,0.2
MEG,2023-02-28,0.24
MEG,2023-05-09,0.36
MEG,2023-08-08,0.29
MEG,2023-11-07,0.03
MEG,2024-02-29,0.12
MEG,2024-05-07,0.19
MEG,2024-08-06,0.03
MEG,2024-11-06,0.14
MEI,2015-03-05,0.48
MEI,2015-06-25,0.68
MEI,2015-09-03,0.54
MEI,2015-12-10,0.53
MEI,2016-03-03,0.43
MEI,2016-09-01,0.53
MEI,2016-12-08,0.55
MEI,2017-03-02,0.53
MEI,2017-06-22,0.64
MEI,2017-08-31,0.54
MEI,2017-12-07,0.64
MEI,2018-03-01,0.66
MEI,2018-06-21,0.75
MEI,2018-08-30,0.57
MEI,2018-12-06,0.67
MEI,2019-03-07,0.6
MEI,2019-06-20,0.7
MEI,2019-08-29,0.68
MEI,2019-12-05,0.51
MEI,2020-03-05,0.92
MEI,2020-06-30,0.77
MEI,2020-09-03,
MEI,2020-12-03,0.78
MEI,2021-03-04,0.79
MEI,2021-06-24,0.7
MEI,2021-09-02,0.74
MEI,2021-12-02,
MEI,2022-03-03,0.71
MEI,2022-06-23,0.43
MEI,2022-09-01,0.48
MEI,2022-12-01,0.65
MEI,2023-03-09,0.68
MEI,2023-06-22,0.23
MEI,2023-09-07,0.22
MEI,2023-12-07,0.09
MEI,2024-03-07,0.07
MEI,2024-07-11,0.21
MEI,2024-09-05,0.28
MEI,2024-12-05,0.17
MEIP,2015-05-07,0.29
MEIP,2015-09-02,0.23
MEIP,2015-11-06,0.19
MEIP,2016-02-05,0.17
MEIP,2016-05-05,0.15
MEIP,2016-09-06,0.2
MEIP,2016-11-08,0.11
MEIP,2017-02-08,0.29
MEIP,2017-05-04,0.04
MEIP,2017-09-05,0.15
MEIP,2017-11-08,0.17
MEIP,2018-02-08,0.26
MEIP,2018-05-09,0.27
MEIP,2018-08-30,0.22
MEIP,2018-11-08,0.12
MEIP,2019-02-07,0.1
MEIP,2019-05-09,0.17
MEIP,2019-08-28,0.2
MEIP,2019-11-07,0.16
MEIP,2020-02-06,0.18
MEIP,2020-05-07,0.14
MEIP,2020-09-09,0.13
MEIP,2020-11-10,0.07
MEIP,2021-02-04,0.15
MEIP,2021-05-06,0.15
MEIP,2021-09-02,0.15
MEIP,2021-11-10,0.13
MEIP,2022-02-10,0.19
MEIP,2022-05-23,0.17
MEIP,2022-09-08,0.18
MEIP,2022-11-14,0.13
MEIP,2023-02-09,0.16
MEIP,2023-05-11,2.6
MEIP,2023-09-26,3.25
MEIP,2023-11-09,1.47
MEIP,2024-02-13,1.46
MEIP,2024-05-09,1.38
MEIP,2024-09-19,1.48
MEIP,2024-11-12,
MEIP,2025-02-12,
MELI,2015-02-25,0.83
MELI,2015-05-06,0.59
MELI,2015-08-05,0.74
MELI,2015-11-04,0.6
MELI,2016-02-25,0.67
MELI,2016-05-05,0.54
MELI,2016-08-04,0.57
MELI,2016-11-03,0.83
MELI,2017-02-23,0.9
MELI,2017-05-04,0.78
MELI,2017-08-03,1.02
MELI,2017-11-02,0.68
MELI,2018-02-22,0.55
MELI,2018-05-09,0.48
MELI,2018-08-08,0.21
MELI,2018-11-01,0.1
MELI,2019-02-26,0.18
MELI,2019-05-02,0.03
MELI,2019-08-07,0.28
MELI,2019-10-31,0.01
MELI,2020-02-10,0.69
MELI,2020-05-05,0.43
MELI,2020-08-10,0.1
MELI,2020-11-04,0.08
MELI,2021-03-01,0.39
MELI,2021-05-05,0.27
MELI,2021-08-04,0.09
MELI,2021-11-04,1.27
MELI,2022-02-22,0.89
MELI,2022-05-05,1.66
MELI,2022-08-03,1.68
MELI,2022-11-03,2.31
MELI,2023-02-23,2.11
MELI,2023-05-03,3.04
MELI,2023-08-02,4.13
MELI,2023-11-01,5.85
MELI,2024-02-22,6.66
MELI,2024-05-02,6.64
MELI,2024-08-01,8.72
MELI,2024-11-06,11.27
MELI,2025-02-20,7.26
MEOH,2015-01-28,0.93
MEOH,2015-04-29,0.5
MEOH,2015-07-29,0.75
MEOH,2015-10-28,0.28
MEOH,2016-01-27,0.2
MEOH,2016-04-27,0.22
MEOH,2016-07-27,0.27
MEOH,2016-10-26,0.21
MEOH,2017-01-25,0.15
MEOH,2017-04-26,1.38
MEOH,2017-07-26,1.19
MEOH,2017-10-25,0.55
MEOH,2018-01-31,1.19
MEOH,2018-04-25,2.08
MEOH,2018-07-25,1.7
MEOH,2018-10-24,1.99
MEOH,2019-01-30,1.76
MEOH,2019-04-24,0.71
MEOH,2019-07-31,0.5
MEOH,2019-10-30,0.0
MEOH,2020-01-29,0.26
MEOH,2020-05-05,0.07
MEOH,2020-07-29,1.05
MEOH,2020-10-28,0.94
MEOH,2021-01-27,0.26
MEOH,2021-04-28,1.07
MEOH,2021-07-28,1.05
MEOH,2021-10-27,1.32
MEOH,2022-01-26,2.56
MEOH,2022-04-27,2.09
MEOH,2022-07-27,1.85
MEOH,2022-10-26,0.82
MEOH,2023-02-02,0.46
MEOH,2023-04-26,0.92
MEOH,2023-07-26,0.55
MEOH,2023-10-25,0.08
MEOH,2024-01-31,0.28
MEOH,2024-04-24,0.3
MEOH,2024-07-30,0.49
MEOH,2024-11-06,0.44
MEOH,2025-01-29,1.01
MERC,2015-02-12,0.41
MERC,2015-04-30,0.45
MERC,2015-07-30,0.2
MERC,2015-10-29,0.39
MERC,2016-02-11,0.32
MERC,2016-04-28,0.18
MERC,2016-07-28,0.05
MERC,2016-10-27,0.27
MERC,2017-02-09,0.25
MERC,2017-04-27,0.34
MERC,2017-07-27,
MERC,2017-10-26,
MERC,2018-02-15,
MERC,2018-05-03,
MERC,2018-07-26,
MERC,2018-10-25,
MERC,2019-02-14,
MERC,2019-05-02,0.72
MERC,2019-08-01,0.34
MERC,2019-10-31,0.02
MERC,2020-02-13,0.63
MERC,2020-04-30,0.08
MERC,2020-07-30,0.08
MERC,2020-10-29,0.05
MERC,2021-02-16,0.05
MERC,2021-04-29,0.31
MERC,2021-07-29,0.42
MERC,2021-10-28,1.0
MERC,2022-02-17,0.96
MERC,2022-04-28,1.09
MERC,2022-07-28,1.06
MERC,2022-10-27,0.95
MERC,2023-02-16,0.49
MERC,2023-05-04,0.36
MERC,2023-08-03,1.04
MERC,2023-11-02,0.61
MERC,2024-02-15,0.74
MERC,2024-05-09,
MERC,2024-08-08,
MERC,2024-10-31,
MERC,2025-02-20,
MESA,2018-08-27,
MESA,2018-12-03,0.49
MESA,2019-02-04,0.52
MESA,2019-05-09,0.5
MESA,2019-08-08,0.55
MESA,2019-12-11,0.36
MESA,2020-02-10,0.31
MESA,2020-05-11,0.02
MESA,2020-08-10,0.26
MESA,2020-12-09,0.02
MESA,2021-02-09,0.05
MESA,2021-05-10,0.18
MESA,2021-08-09,0.12
MESA,2021-12-09,0.12
MESA,2022-02-09,0.09
MESA,2022-05-09,0.31
MESA,2022-08-08,0.23
MESA,2022-12-29,0.33
MESA,2023-02-09,0.52
MESA,2023-05-09,0.33
MESA,2023-08-09,0.33
MESA,2024-01-26,
MESA,2024-05-20,
MESA,2024-06-18,
MESA,2024-10-16,
MESO,2016-02-16,
MESO,2016-05-09,
MESO,2016-08-25,
MESO,2016-11-14,
MESO,2017-02-26,
MESO,2017-05-24,
MESO,2017-08-29,
MESO,2017-11-14,0.23
MESO,2018-02-27,0.19
MESO,2018-05-31,0.2
MESO,2018-08-29,0.24
MESO,2018-11-15,0.24
MESO,2019-02-20,0.19
MESO,2019-05-30,0.25
MESO,2019-08-29,0.24
MESO,2019-11-25,0.15
MESO,2020-02-26,0.1
MESO,2020-05-27,0.14
MESO,2020-11-19,0.08
MESO,2021-03-02,0.18
MESO,2021-06-02,0.1
MESO,2021-08-31,0.16
MESO,2021-11-23,0.15
MESO,2022-02-24,
MESO,2022-05-31,0.08
MESO,2022-08-30,0.05
MESO,2022-11-22,0.1
MESO,2023-02-27,0.15
MESO,2023-05-25,0.18
MESO,2023-08-30,0.16
MET,2015-02-11,1.37
MET,2015-05-06,1.41
MET,2015-07-29,1.47
MET,2015-11-04,1.47
MET,2016-02-03,1.36
MET,2016-05-04,1.39
MET,2016-08-03,1.36
MET,2016-11-02,1.14
MET,2017-02-01,1.34
MET,2017-05-03,1.27
MET,2017-08-02,1.28
MET,2017-11-01,0.9
MET,2018-02-13,1.1
MET,2018-05-02,1.17
MET,2018-08-01,1.17
MET,2018-11-01,1.25
MET,2019-02-06,1.3
MET,2019-05-01,1.3
MET,2019-07-31,1.31
MET,2019-10-30,1.41
MET,2020-02-05,1.4
MET,2020-05-06,1.45
MET,2020-08-05,0.96
MET,2020-11-04,1.65
MET,2021-02-03,1.53
MET,2021-05-05,1.48
MET,2021-08-04,1.61
MET,2021-11-03,1.66
MET,2022-02-02,1.42
MET,2022-05-04,1.63
MET,2022-08-03,1.55
MET,2022-11-02,1.18
MET,2023-02-01,1.74
MET,2023-05-03,1.85
MET,2023-08-02,1.85
MET,2023-11-01,1.99
MET,2024-01-31,1.95
MET,2024-05-01,1.83
MET,2024-07-31,2.13
MET,2024-10-30,2.16
MET,2025-02-05,2.13
META,2015-01-28,0.33
META,2015-04-22,0.24
META,2015-07-29,0.31
META,2015-11-04,0.35
META,2016-01-27,0.5
META,2016-04-27,0.44
META,2016-07-27,0.62
META,2016-11-02,0.77
META,2017-02-01,1.11
META,2017-05-03,0.88
META,2017-07-26,1.13
META,2017-11-01,1.28
META,2018-01-31,1.96
META,2018-04-25,1.36
META,2018-07-25,1.75
META,2018-10-30,1.46
META,2019-01-30,2.17
META,2019-04-24,1.66
META,2019-07-24,1.9
META,2019-10-30,1.91
META,2020-01-29,2.52
META,2020-04-29,1.73
META,2020-07-30,1.44
META,2020-10-29,1.94
META,2021-01-27,3.24
META,2021-04-28,2.36
META,2021-07-28,3.03
META,2021-10-25,3.2
META,2022-02-02,3.78
META,2022-04-27,2.54
META,2022-07-27,2.5
META,2022-10-26,1.88
META,2023-02-01,2.12
META,2023-04-26,1.96
META,2023-07-26,2.87
META,2023-10-25,3.62
META,2024-02-01,4.83
META,2024-04-24,4.32
META,2024-07-31,4.7
META,2024-10-30,5.19
META,2025-01-29,6.68
METC,2017-05-10,0.06
METC,2017-08-14,0.05
METC,2017-11-08,0.05
METC,2018-03-21,0.04
METC,2018-05-15,0.31
METC,2018-08-06,0.2
METC,2018-11-07,0.3
METC,2019-03-19,0.07
METC,2019-05-07,0.36
METC,2019-08-13,0.26
METC,2019-11-05,0.29
METC,2020-02-20,0.1
METC,2020-05-12,0.03
METC,2020-08-06,0.08
METC,2020-11-03,0.03
METC,2021-02-18,0.02
METC,2021-05-12,0.03
METC,2021-08-02,0.07
METC,2021-11-02,0.36
METC,2022-02-24,0.37
METC,2022-05-11,1.41
METC,2022-08-08,1.7
METC,2022-11-07,1.13
METC,2023-03-08,0.64
METC,2023-05-03,0.48
METC,2023-08-08,0.33
METC,2023-11-07,0.44
METC,2024-03-07,0.67
METC,2024-05-09,0.22
METC,2024-08-07,0.15
METC,2024-11-04,0.12
METCB,2023-08-08,
METCB,2023-11-07,
METCB,2024-05-09,
METCB,2024-08-07,
METCB,2024-11-04,
MFA,2015-02-12,0.17
MFA,2015-05-05,0.19
MFA,2015-08-04,0.2
MFA,2015-11-04,0.19
MFA,2016-02-18,0.19
MFA,2016-05-04,0.18
MFA,2016-08-03,0.18
MFA,2016-11-03,0.2
MFA,2017-02-16,0.2
MFA,2017-05-04,0.19
MFA,2017-08-02,0.2
MFA,2017-11-02,0.19
MFA,2018-02-15,0.2
MFA,2018-05-08,0.18
MFA,2018-08-02,0.2
MFA,2018-11-06,0.18
MFA,2019-02-21,0.17
MFA,2019-05-07,0.18
MFA,2019-08-07,0.18
MFA,2019-11-06,0.18
MFA,2020-02-20,0.2
MFA,2020-06-16,
MFA,2020-08-06,0.4
MFA,2020-11-05,0.05
MFA,2021-02-23,0.06
MFA,2021-05-06,0.08
MFA,2021-08-05,0.08
MFA,2021-11-05,0.11
MFA,2022-02-23,0.11
MFA,2022-05-04,0.46
MFA,2022-08-04,0.12
MFA,2022-11-03,0.05
MFA,2023-02-23,0.31
MFA,2023-05-04,0.31
MFA,2023-08-03,0.31
MFA,2023-11-07,0.34
MFA,2024-02-22,0.35
MFA,2024-05-06,0.36
MFA,2024-08-08,0.32
MFA,2024-11-06,0.37
MFA,2025-02-19,0.37
MFC,2015-02-12,0.36
MFC,2015-05-07,0.34
MFC,2015-08-06,0.34
MFC,2015-11-12,0.35
MFC,2016-02-11,0.31
MFC,2016-05-05,0.31
MFC,2016-08-04,0.34
MFC,2016-11-10,0.34
MFC,2017-02-09,0.36
MFC,2017-05-03,0.4
MFC,2017-08-09,0.41
MFC,2017-11-08,0.4
MFC,2018-02-07,0.47
MFC,2018-05-02,0.49
MFC,2018-08-08,0.49
MFC,2018-11-07,0.5
MFC,2019-02-13,0.5
MFC,2019-05-01,0.52
MFC,2019-08-07,0.55
MFC,2019-11-06,0.55
MFC,2020-02-12,0.57
MFC,2020-05-06,0.4
MFC,2020-08-05,0.43
MFC,2020-11-11,0.52
MFC,2021-02-10,0.53
MFC,2021-05-05,0.59
MFC,2021-08-04,0.62
MFC,2021-11-03,0.65
MFC,2022-02-09,0.65
MFC,2022-05-11,0.66
MFC,2022-08-10,0.6
MFC,2022-11-09,0.53
MFC,2023-02-15,0.61
MFC,2023-05-10,0.57
MFC,2023-08-09,0.6
MFC,2023-11-08,0.6
MFC,2024-02-14,0.63
MFC,2024-05-08,0.66
MFC,2024-08-07,0.64
MFC,2024-11-06,0.7
MFC,2025-02-19,0.67
MFG,2015-01-30,
MFG,2015-05-15,
MFG,2015-07-31,
MFG,2015-11-13,
MFG,2016-01-29,
MFG,2016-05-13,
MFG,2016-07-29,
MFG,2016-11-14,
MFG,2017-01-31,
MFG,2017-05-15,
MFG,2017-07-31,
MFG,2017-11-28,
MFG,2018-01-31,
MFG,2018-05-15,
MFG,2018-07-31,
MFG,2018-11-14,
MFG,2019-01-31,
MFG,2019-05-15,
MFG,2019-07-31,
MFG,2019-11-14,
MFG,2020-02-14,
MFG,2020-05-15,
MFG,2020-07-31,
MFG,2020-11-12,
MFG,2021-02-01,
MFG,2021-05-14,
MFG,2021-07-30,
MFG,2021-11-12,0.08
MFG,2022-02-02,
MFG,2022-05-13,
MFG,2022-07-29,
MFG,2022-11-14,0.09
MFG,2023-02-02,0.07
MFG,2023-05-15,
MFG,2023-07-31,0.09
MFG,2023-11-13,0.07
MFG,2024-02-02,
MFG,2024-05-15,0.02
MFG,2024-07-31,0.11
MFG,2024-11-14,0.11
MFG,2025-02-03,0.1
MFH,2016-08-22,
MFH,2016-11-22,
MFH,2017-05-26,
MFH,2017-06-20,
MFH,2017-08-16,
MFH,2017-11-22,
MFH,2018-04-25,
MFH,2018-05-31,
MFH,2018-08-22,
MFH,2018-11-29,
MFH,2019-11-20,
MFH,2020-11-27,
MFH,2021-06-04,
MFH,2021-12-30,
MFH,2022-01-05,
MFIC,2015-02-05,0.22
MFIC,2015-05-19,0.22
MFIC,2015-08-06,0.21
MFIC,2015-11-05,0.21
MFIC,2016-02-09,0.2
MFIC,2016-05-19,0.2
MFIC,2016-08-05,0.19
MFIC,2016-11-08,0.17
MFIC,2017-02-06,0.16
MFIC,2017-05-18,0.16
MFIC,2017-08-04,0.15
MFIC,2017-11-03,0.16
MFIC,2018-02-07,0.16
MFIC,2018-05-18,0.16
MFIC,2018-08-08,0.15
MFIC,2018-10-30,0.15
MFIC,2019-02-06,0.46
MFIC,2019-05-16,0.45
MFIC,2019-08-06,0.46
MFIC,2019-11-05,0.43
MFIC,2020-02-04,0.46
MFIC,2020-05-21,0.45
MFIC,2020-08-06,0.44
MFIC,2020-11-05,0.39
MFIC,2021-02-04,0.39
MFIC,2021-05-20,0.41
MFIC,2021-08-05,0.39
MFIC,2021-11-04,0.36
MFIC,2022-02-03,0.34
MFIC,2022-05-19,0.34
MFIC,2022-08-02,0.34
MFIC,2022-11-03,0.36
MFIC,2023-02-21,0.37
MFIC,2023-05-02,0.42
MFIC,2023-08-02,0.43
MFIC,2023-11-07,0.44
MFIC,2024-02-26,0.43
MFIC,2024-05-07,0.43
MFIC,2024-08-07,0.43
MFIC,2024-11-07,0.43
MFIN,2015-02-17,0.29
MFIN,2015-04-29,0.27
MFIN,2015-08-04,0.28
MFIN,2015-11-04,0.26
MFIN,2016-02-17,0.24
MFIN,2016-05-10,
MFIN,2016-08-02,
MFIN,2016-11-07,
MFIN,2017-03-07,
MFIN,2017-05-09,
MFIN,2017-08-09,
MFIN,2017-11-07,
MFIN,2018-03-01,0.02
MFIN,2018-05-14,0.01
MFIN,2018-08-13,
MFIN,2018-11-12,0.11
MFIN,2019-02-27,0.05
MFIN,2019-05-06,0.05
MFIN,2019-08-05,0.02
MFIN,2019-10-30,0.15
MFIN,2020-02-20,0.11
MFIN,2020-04-30,0.12
MFIN,2020-08-03,0.05
MFIN,2020-11-02,0.11
MFIN,2021-02-17,0.25
MFIN,2021-05-03,0.19
MFIN,2021-08-02,0.29
MFIN,2021-11-01,0.28
MFIN,2022-02-23,0.26
MFIN,2022-05-02,0.31
MFIN,2022-07-27,0.31
MFIN,2022-10-27,0.27
MFIN,2023-02-22,0.3
MFIN,2023-05-01,0.25
MFIN,2023-07-24,0.37
MFIN,2023-10-30,0.41
MFIN,2024-02-20,0.61
MFIN,2024-04-30,0.35
MFIN,2024-07-30,0.33
MFIN,2024-10-29,0.36
MFLX,2015-02-05,0.59
MFLX,2015-05-07,0.28
MFLX,2015-08-05,0.32
MFLX,2015-11-05,0.34
MFLX,2016-02-04,0.35
MFLX,2016-05-05,0.04
MG,2015-01-07,0.26
MG,2015-04-08,0.1
MG,2015-08-05,0.23
MG,2015-10-07,0.09
MG,2016-01-06,0.28
MG,2016-04-06,0.05
MG,2016-08-10,0.2
MG,2016-10-06,0.23
MG,2017-01-04,0.36
MG,2017-05-08,0.08
MG,2017-08-08,0.16
MG,2017-11-06,0.15
MG,2018-03-12,0.23
MG,2018-05-07,0.1
MG,2018-08-06,0.16
MG,2018-11-05,0.26
MG,2019-03-11,0.21
MG,2019-05-06,0.06
MG,2019-08-05,0.19
MG,2019-11-04,0.22
MG,2020-03-25,0.04
MG,2020-05-18,0.15
MG,2020-08-05,0.21
MG,2020-11-04,0.02
MG,2021-03-16,0.04
MG,2021-05-05,0.16
MG,2021-08-02,0.08
MG,2021-11-02,0.18
MG,2022-03-09,0.1
MG,2022-05-03,0.12
MG,2022-08-03,
MG,2022-11-02,
MG,2023-03-08,
MG,2023-05-03,
MG,2023-08-02,
MG,2023-11-02,
MG,2024-03-06,
MG,2024-05-01,
MG,2024-07-31,0.15
MG,2024-10-30,0.26
MGA,2015-02-25,2.24
MGA,2015-05-07,1.07
MGA,2015-08-07,1.17
MGA,2015-11-05,1.09
MGA,2016-02-26,1.13
MGA,2016-05-05,1.19
MGA,2016-08-05,1.34
MGA,2016-11-03,1.2
MGA,2017-02-24,1.38
MGA,2017-05-11,1.34
MGA,2017-08-11,1.47
MGA,2017-11-09,1.34
MGA,2018-02-22,1.58
MGA,2018-05-10,1.66
MGA,2018-08-08,1.71
MGA,2018-11-08,1.49
MGA,2019-02-22,1.6
MGA,2019-05-09,1.73
MGA,2019-08-08,1.57
MGA,2019-11-08,1.38
MGA,2020-02-21,1.32
MGA,2020-05-07,0.74
MGA,2020-08-07,2.03
MGA,2020-11-06,1.35
MGA,2021-02-19,1.98
MGA,2021-05-06,1.57
MGA,2021-08-06,1.44
MGA,2021-11-05,0.75
MGA,2022-02-11,0.83
MGA,2022-04-29,1.05
MGA,2022-07-29,0.93
MGA,2022-11-04,1.13
MGA,2023-02-10,1.24
MGA,2023-05-05,0.95
MGA,2023-08-04,1.25
MGA,2023-11-03,1.37
MGA,2024-02-09,1.46
MGA,2024-05-03,1.28
MGA,2024-08-02,1.46
MGA,2024-11-01,1.48
MGA,2025-02-14,1.46
MGEE,2015-02-26,
MGEE,2015-05-07,
MGEE,2015-08-06,
MGEE,2015-11-05,
MGEE,2016-02-25,0.47
MGEE,2016-05-05,
MGEE,2016-08-04,
MGEE,2016-11-03,
MGEE,2017-02-24,
MGEE,2017-05-05,
MGEE,2017-08-04,
MGEE,2017-11-03,
MGEE,2018-02-23,
MGEE,2018-05-08,
MGEE,2018-08-07,
MGEE,2018-11-06,
MGEE,2019-02-22,
MGEE,2019-05-08,
MGEE,2019-08-07,
MGEE,2019-11-06,
MGEE,2020-02-26,
MGEE,2020-05-07,
MGEE,2020-08-06,0.48
MGEE,2020-11-05,0.89
MGEE,2021-02-24,0.51
MGEE,2021-05-06,0.81
MGEE,2021-08-05,0.62
MGEE,2021-11-04,0.92
MGEE,2022-02-23,0.45
MGEE,2022-05-05,0.97
MGEE,2022-08-04,0.63
MGEE,2022-11-03,1.01
MGEE,2023-02-22,0.66
MGEE,2023-05-04,1.07
MGEE,2023-08-03,0.72
MGEE,2023-11-02,1.08
MGEE,2024-02-21,0.61
MGEE,2024-05-08,0.94
MGEE,2024-08-07,0.95
MGEE,2024-11-06,1.17
MGIC,2015-01-30,0.11
MGIC,2015-05-11,0.12
MGIC,2015-08-11,0.12
MGIC,2015-11-11,0.12
MGIC,2016-02-17,0.12
MGIC,2016-05-09,0.12
MGIC,2016-08-10,0.12
MGIC,2016-11-10,0.14
MGIC,2017-02-21,0.13
MGIC,2017-05-16,0.12
MGIC,2017-08-09,0.12
MGIC,2017-11-14,0.15
MGIC,2018-02-28,0.13
MGIC,2018-05-16,0.13
MGIC,2018-08-08,0.15
MGIC,2018-11-13,0.16
MGIC,2019-03-04,0.14
MGIC,2019-05-16,0.14
MGIC,2019-08-13,0.14
MGIC,2019-11-14,0.15
MGIC,2020-03-09,0.14
MGIC,2020-05-26,0.16
MGIC,2020-08-13,0.15
MGIC,2020-11-16,0.17
MGIC,2021-03-08,0.19
MGIC,2021-05-10,0.2
MGIC,2021-08-12,0.21
MGIC,2021-11-15,0.21
MGIC,2022-03-02,0.26
MGIC,2022-05-12,0.24
MGIC,2022-08-11,0.27
MGIC,2022-11-14,0.27
MGIC,2023-03-09,0.26
MGIC,2023-05-18,0.28
MGIC,2023-08-14,0.28
MGIC,2023-11-14,0.26
MGIC,2024-03-13,0.2
MGIC,2024-05-16,0.21
MGIC,2024-08-14,0.22
MGIC,2024-11-18,0.24
MGM,2015-02-17,0.06
MGM,2015-05-04,0.14
MGM,2015-08-04,0.11
MGM,2015-10-29,0.03
MGM,2016-02-18,0.07
MGM,2016-05-05,0.13
MGM,2016-08-04,0.21
MGM,2016-11-07,0.08
MGM,2017-02-16,0.17
MGM,2017-04-27,0.26
MGM,2017-07-27,0.28
MGM,2017-11-08,0.33
MGM,2018-02-20,0.07
MGM,2018-04-26,0.31
MGM,2018-08-02,0.26
MGM,2018-10-30,0.18
MGM,2019-02-13,0.13
MGM,2019-04-29,0.16
MGM,2019-07-25,0.25
MGM,2019-10-30,0.29
MGM,2020-02-12,0.24
MGM,2020-04-30,0.08
MGM,2020-07-30,1.65
MGM,2020-10-29,1.1
MGM,2021-02-10,0.96
MGM,2021-04-28,0.86
MGM,2021-08-04,0.36
MGM,2021-11-03,0.04
MGM,2022-02-09,0.02
MGM,2022-05-02,0.09
MGM,2022-08-03,0.24
MGM,2022-11-02,0.22
MGM,2023-02-08,1.6
MGM,2023-05-01,0.04
MGM,2023-08-02,0.53
MGM,2023-11-08,0.55
MGM,2024-02-13,0.67
MGM,2024-05-01,0.6
MGM,2024-07-31,0.66
MGM,2024-10-30,0.58
MGM,2025-02-12,0.32
MGNI,2015-02-24,0.18
MGNI,2015-05-05,0.31
MGNI,2015-07-28,0.36
MGNI,2015-10-27,0.13
MGNI,2016-02-23,0.13
MGNI,2016-05-03,0.15
MGNI,2016-08-02,0.07
MGNI,2016-11-02,0.04
MGNI,2017-03-14,0.02
MGNI,2017-05-03,0.38
MGNI,2017-08-01,0.15
MGNI,2017-11-02,0.32
